LOC;VEH_SER_NO;INSP_COMT;TS_LOAD;FOUND_INSP_TEAM;RESP_INSP_TEAM;RESP_INSP_OPRUNT
017;FHL057;Bpede bve ba ba.;2017-03-07 04:23:02.253000;507;411;400
017;FHL057;Beget bat bid baugue ba ba belit bve bat.;2017-03-07 04:23:19.406000;507;;
017;FHL057;Belit bet ba ba bat bquis bad bve ba bnibh.;2017-03-07 04:23:37.172000;507;;
017;DTP539;Bquis bmi.;2017-03-07 04:23:53.138000;509;;
017;FHL057;Bduis bin but best beleifend bin bmattis bporta bve ba bat ba ba bipsum.;2017-03-07 04:23:54.394000;507;;
017;FHL057;Barcu beu beget bve barcu ba bhac bipsum bat beu bjusto ba.;2017-03-07 04:24:21.772000;507;409;400
017;FHL057;Bamet beu.;2017-03-07 04:24:46.165000;507;;
017;MQH836;Berat bve ba bsemper.;2017-03-07 04:25:17.429000;513;;
017;FIX581;Bcras bin.;2017-03-07 04:25:33.087000;205;101;100
017;MQH836;Bante bin.;2017-03-07 04:25:34.369000;513;;
017;CNZ205;Bnibh bin but brisus bet bnibh bet bcras ba ba.;2017-03-07 04:26:34.622000;511;;
017;LWK693;Benim bad ba bornare ba borci ba.;2017-03-07 04:26:53.763000;607;;
017;CNZ205;Belit bet ba ba ba ba beget bper.;2017-03-07 04:27:02.539000;511;;
017;PGY640;Bante beu ba ba bauctor berat bsed ba ba bfusce bnec bper ba bnec ba.;2017-03-07 04:27:15.215000;409;;
017;CNZ205;Bnibh bac.;2017-03-07 04:27:31.970000;511;;
017;CNZ205;Bquis but bac bmagna.;2017-03-07 04:27:53.540000;511;;
017;YTP390;Bpede bmi ba ba bnec bdis bac.;2017-03-07 04:27:53.818000;209;;
017;NVM832;Benim bid ba ba bsed ba.;2017-03-07 04:27:54.230000;629;;
017;NVM832;Beget bat ba barcu ba bet bnam.;2017-03-07 04:28:07.972000;629;;
017;PLD957;Bante bin ba bnec bcursus bin.;2017-03-07 04:28:53.198000;107;;
017;YTP390;Bdiam bet ba bamet bornare.;2017-03-07 04:29:11.359000;209;;
017;UHP854;Bnibh bad.;2017-03-07 04:30:03.813000;205;101;100
017;NVM832;Bquam bve bpotenti borci.;2017-03-07 04:30:06.326000;629;;
017;TPD286;Bamet bad bet beget.;2017-03-07 04:30:22.751000;515;;
017;NVM832;Bpede bin ba ba baugue ba bdiam ba ba ba.;2017-03-07 04:30:31.929000;629;;
017;ZHB578;Bodio bat.;2017-03-07 04:31:00.624000;409;;
017;NVM832;Benim bve but bmontes bblandit ba bnatoque bdapibus ba bvitae ba benim bnon ba bdis ba bnam bnisl.;2017-03-07 04:31:02.719000;629;;
017;NVM832;Berat bet ba ba bdictum ba ba bad.;2017-03-07 04:31:38.677000;629;;
017;PLD957;Bnibh beu bnunc bsem bve bmi.;2017-03-07 04:31:42.414000;107;;
017;ZHB578;Bnunc bve ba bleo bfelis bmaecenas ba ba.;2017-03-07 04:31:45.392000;409;;
017;MQH836;Borci bat ba.;2017-03-07 04:31:47.027000;513;209;200
017;AMZ845;Bnisi bet ba bad ba beu bdictum belit.;2017-03-07 04:32:14.040000;413;;
017;ZHB578;Borci bad bmi bve ba beros.;2017-03-07 04:32:16.028000;409;;
017;NVM832;Bnisi bad ba barcu ba bper belit ba.;2017-03-07 04:32:27.321000;629;;
017;MQH836;Bnisl bad.;2017-03-07 04:32:32.216000;513;209;200
017;NVM832;Bquis bin ba bleo blectus bid btellus bnisi bac bve bsed bper bin bposuere ba.;2017-03-07 04:32:40.142000;629;;
017;NVM832;Bnunc bad ba bnec but.;2017-03-07 04:33:00.701000;629;;
017;ZHB578;Bquis bet.;2017-03-07 04:33:06.509000;409;;
017;NVM832;Burna bve but bnon ba ba bultricies.;2017-03-07 04:33:32.172000;629;;
017;NVM832;Borci bve ba bet bante bdis bad bamet bcum bet bdis bnec bac.;2017-03-07 04:33:49.873000;629;;
017;NVM832;Barcu but ba bac bnec bvel.;2017-03-07 04:34:38.163000;629;;
017;CSM507;Bnisl bat ba bet ba ba bdolor bat ba.;2017-03-07 04:35:19.594000;205;;
017;MRI015;Bquam bad ba bcursus bconvallis ba bvarius.;2017-03-07 04:36:07.145000;513;209;200
017;JYI091;Beros bad.;2017-03-07 04:36:21.518000;517;;
017;BEM390;Bnunc bin.;2017-03-07 04:37:03.707000;629;;
017;JLD084;Bodio but ba.;2017-03-07 04:37:30.663000;629;;
017;CVE258;Beget bid ba.;2017-03-07 04:37:53.237000;517;;
017;JLD084;Bquis beu ba bve ba ba bipsum.;2017-03-07 04:38:03.720000;629;;
017;CVE258;Bnibh bat.;2017-03-07 04:38:08.413000;629;;
017;CVE258;Borci bid ba ba bvelit ba ba ba ba belit beni but bquam bnon beni ba ba.;2017-03-07 04:38:37.076000;517;501;500
017;JLD084;Bnisi bid ba bdis.;2017-03-07 04:39:08.636000;629;;
017;CVE258;Burna bid.;2017-03-07 04:39:09.967000;517;;
017;MBP046;Belit beu.;2017-03-07 04:39:10.023000;509;;
017;JLD084;Bcras bac ba.;2017-03-07 04:39:30.499000;629;;
017;ACM236;Bnisi bmi ba.;2017-03-07 04:39:49.360000;507;403;400
017;JLD084;Bnisi bin blacinia baccumsan bdui ba ba ba brisus.;2017-03-07 04:40:02.105000;629;;
017;MBP046;Bduis bet ba bid ba bmi bnec ba ba ba bat.;2017-03-07 04:40:03.248000;509;;
017;ACM236;Beros bin.;2017-03-07 04:40:13.953000;507;;
017;JLD084;Beget bmi.;2017-03-07 04:40:25.528000;629;;
017;CVE258;Berat bid bin ba beros ba ba bclass.;2017-03-07 04:40:29.263000;607;;
017;ACM236;Bcras bad ba bmagna bquam bsemper bvelit bsit bnisi ba bipsum bpotenti bmagnis bad.;2017-03-07 04:40:36.053000;507;;
017;BEM390;Berat bat ba ba ba ba bat bnam bnec beu ba.;2017-03-07 04:40:52.750000;517;;
017;ACM236;Bnisl bat ba bfusce ba bmassa ba bnam bvivamus.;2017-03-07 04:40:55.558000;507;;
017;HRY673;Bnunc bve beu ba bsed borci ba.;2017-03-07 04:40:59.606000;511;;
017;ACM236;Beros but ba bmi bturpis ba.;2017-03-07 04:41:12.869000;507;;
017;MBP046;Bduis bmi borci bper blibero bad ba.;2017-03-07 04:41:18.247000;509;;
017;BEM390;Bnisl beu bnunc bvel ba bante ba bad bsociis ba ba ba.;2017-03-07 04:41:38.868000;517;;
017;ACM236;Bquam bin bviverra ba bmauris bad beu.;2017-03-07 04:41:39.001000;507;;
017;MRI015;Bnisi bve ba bdonec bve ba ba.;2017-03-07 04:41:42.260000;513;;
017;HRY673;Bpede bad bat bid bve but ba bnibh best ba ba bid bmolestie.;2017-03-07 04:41:53.465000;511;;
017;ACM236;Benim but ba bat brutrum.;2017-03-07 04:41:57.274000;507;;
017;ACM236;Beros beu but bac bsit bcum bin.;2017-03-07 04:42:15.591000;507;;
017;MBP046;Benim bet ba bdui bad bamet benim bmus bid.;2017-03-07 04:42:26.598000;509;;
017;HRY673;Bduis bin ba bnon bduis bmauris.;2017-03-07 04:42:31.949000;511;;
017;TQL981;Barcu but.;2017-03-07 04:42:36.147000;515;;
017;MRI015;Bnunc bve ba bhac ba bet brisus.;2017-03-07 04:42:39.121000;513;;
017;ACM236;Bquam bin ba bmontes blectus ba ba ba bad ba.;2017-03-07 04:42:46.170000;507;413;400
017;MRI015;Benim bve.;2017-03-07 04:42:58.096000;513;;
017;ACM236;Bnibh beu ba blibero but ba.;2017-03-07 04:43:05.562000;507;;
017;ACM236;Bnunc bac bblandit bvelit borci bsit ba ba ba ba bconsequat bad ba ba.;2017-03-07 04:43:43.997000;507;;
017;ACM236;Bnibh bve.;2017-03-07 04:44:03.769000;507;;
017;ACM236;Bnisi but ba ba ba ba bvivamus bmus ba ba ba ba ba.;2017-03-07 04:44:28.504000;507;;
017;FIX581;Bante bad ba ba.;2017-03-07 04:45:03.341000;409;;
017;FIX581;Bante bin bposuere betiam bat.;2017-03-07 04:45:18.207000;409;;
017;KQN543;Bduis beu ba bcras ba ba ba bmattis ba.;2017-03-07 04:45:45.132000;517;;
017;ACM236;Bamet bve bac bquam bduis ba ba bvelit berat bfacilisis bvarius.;2017-03-07 04:45:45.496000;507;;
017;FIX581;Bnunc bac ba ba ba but bquis ba ba.;2017-03-07 04:45:48.513000;409;;
017;FIX581;Bpede bin ba bper bvitae ba bcras ba ba.;2017-03-07 04:46:24.843000;409;;
017;FIX581;Bquam but ba beu ba btempus.;2017-03-07 04:46:46.174000;409;;
017;ACM236;Benim bin ba bper bsem ba blacinia ba bfames burna brutrum bnon betiam.;2017-03-07 04:47:03.612000;507;;
017;FIX581;Bnisl bet ba bsed beget bluctus bnec bid ba bhendrerit bsit beu bproin.;2017-03-07 04:47:04.358000;409;;
017;FIX581;Bcras bad ba ba bmorbi ba bfusce beu.;2017-03-07 04:47:29.822000;409;;
017;ETO603;Borci bin.;2017-03-07 04:49:04.033000;629;;
017;MRI015;Bnisi bad.;2017-03-07 04:49:06.215000;513;;
017;SOU593;Bnunc bve ba ba bnam ba bad bdui bvel.;2017-03-07 04:49:40.148000;209;;
017;MGF879;Bquam bat.;2017-03-07 04:49:42.188000;409;;
017;MRI015;Berat bid ba but ba bcongue bvarius ba ba bsed bnec ba bleo btaciti bid.;2017-03-07 04:50:14.299000;513;;
017;YKZ247;Benim bat ba ba ba best ba ba.;2017-03-07 04:52:38.102000;607;;
017;PRA475;Bante bid ba ba ba beni ba bmi bhymenaeos.;2017-03-07 04:52:53.741000;205;101;100
017;YKZ247;Burna bat ba bsit ba bvelit benim burna ba.;2017-03-07 04:53:02.013000;607;;
017;YKZ247;Bquis bve.;2017-03-07 04:53:24.971000;607;;
017;UHP854;Bnibh bac.;2017-03-07 04:53:44.640000;409;;
017;YKZ247;Bante bid ba beu.;2017-03-07 04:53:46.395000;607;;
017;UHP854;Berat bin ba ba ba ba ba ba ba.;2017-03-07 04:54:06.187000;409;;
017;BRL042;Bcras bid ba bsed bad bve burna bnam ba bduis ba ba bdictum bfusce ba bid.;2017-03-07 04:54:37.575000;509;;
017;YKZ247;Bnisi but ba bid ba.;2017-03-07 04:56:26.983000;607;;
017;XPR275;Bnunc bet.;2017-03-07 04:56:57.813000;507;411;400
017;AKC912;Bpede bve ba ba bad.;2017-03-07 04:57:19.337000;511;;
017;DTP539;Borci bmi bquis bnon ba bsed btempor binteger burna.;2017-03-07 04:57:27.584000;513;;
017;XPR275;Beros but.;2017-03-07 04:57:31.633000;507;401;400
017;XGW598;Beget bat ba ba bat ba bmassa bdiam ba blacinia bsed ba btristique.;2017-03-07 04:57:42.500000;517;;
017;XPR275;Belit bet.;2017-03-07 04:57:52.794000;507;;
017;ALP937;Benim bve.;2017-03-07 04:58:03.860000;629;;
017;GMS924;Bdiam but bnatoque bante ba ba ba beuismod ba bmi bjusto.;2017-03-07 04:58:10.929000;629;;
017;XPR275;Bdiam bve bet ba ba ba bet ba ba.;2017-03-07 04:58:11.034000;507;;
017;AKC912;Berat bin ba ba bnec ba bleo bdui bvelit bmi ba bpede.;2017-03-07 04:58:25.210000;511;;
017;XPR275;Beget bac ba.;2017-03-07 04:58:35.018000;507;;
017;GMS924;Bnisi bet.;2017-03-07 04:58:35.505000;629;;
017;XPR275;Burna bin.;2017-03-07 04:58:59.169000;507;;
017;QFW209;Bante bat ba ba ba bconubia bper ba bnam.;2017-03-07 04:59:02.092000;205;;
017;GMS924;Bamet bat ba bcommodo.;2017-03-07 04:59:08.977000;629;;
017;TPG078;Bnisl but.;2017-03-07 04:59:19.917000;509;;
017;EJO928;Borci bid bmi.;2017-03-07 04:59:29.171000;209;;
017;YKZ247;Bodio bid ba bnulla blitora.;2017-03-07 04:59:40.029000;607;;
017;GMS924;Bcras bet.;2017-03-07 04:59:46.558000;629;;
017;TPG078;Beros bve.;2017-03-07 05:00:01.620000;509;;
017;QFW209;Borci bac bvivamus bdictumst beni ba bdolor ba ba bad brutrum ba bplatea bnam ba ba.;2017-03-07 05:00:07.249000;205;;
017;UHP854;Bcras bmi ba bdui ba ba blectus bnatoque ba bad bfusce btempor ba.;2017-03-07 05:00:36.921000;409;;
017;HMJ710;Berat bet ba ba btempor bnulla bin bad bmi.;2017-03-07 05:01:19.106000;209;;
017;CSM507;Bante bat ba ba bnec bnisl ba ba ba beu but.;2017-03-07 05:01:27.008000;409;;
017;CSM507;Bduis bmi bad bnon bclass ba.;2017-03-07 05:01:41.080000;409;;
017;EJO928;Belit bid.;2017-03-07 05:01:49.854000;209;;
017;IFP328;Bnibh but bat bfelis bmauris ba ba ba bleo.;2017-03-07 05:01:52.458000;409;;
017;CSM507;Bnisi bve ba ba ba bprimis.;2017-03-07 05:02:02.051000;409;;
017;HMJ710;Beget but ba ba ba bmorbi.;2017-03-07 05:02:08.753000;209;;
017;QFW209;Berat bet ba brisus bac ba ba ba but.;2017-03-07 05:02:50.523000;205;;
017;ZHB578;Bnisi bad ba ba ba bquam bid beu.;2017-03-07 05:03:19.288000;413;;
017;QFW209;Bpede bve ba bmagnis ba ba.;2017-03-07 05:03:27.972000;205;;
017;RCF947;Bduis bid ba ba ba bnisi bvel bid.;2017-03-07 05:04:06.813000;629;;
017;AMZ845;Berat bad ba bnisi bnibh bnec bprimis bgravida.;2017-03-07 05:04:33.376000;209;;
017;EQK798;Beros bad.;2017-03-07 05:04:41.352000;629;;
017;CNZ205;Bpede beu bsodales bneque.;2017-03-07 05:05:32.834000;515;;400
017;MQH836;Beros bid ba bporta bnec burna blibero beni ba bimperdiet bnonummy.;2017-03-07 05:06:34.998000;517;;
017;MGF879;Burna bad.;2017-03-07 05:07:01.769000;409;;
017;PGY640;Bnisl bat.;2017-03-07 05:08:38.324000;413;;
017;MVW427;Belit bet ba bdis bad.;2017-03-07 05:09:16.916000;209;;
017;GYI954;Bpede bac.;2017-03-07 05:09:28.486000;507;;
017;SZP362;Bquam bet ba.;2017-03-07 05:09:39.680000;205;101;100
017;GYI954;Bamet bat ba bodio ba bturpis ba beu bodio blacus.;2017-03-07 05:09:47.666000;507;;
017;ZYA587;Bquam bin ba bsed ba ba bpede ba bad bsed ba bat bmi.;2017-03-07 05:09:59.056000;513;;
017;MVW427;Bnisl bmi.;2017-03-07 05:10:04.094000;209;;
017;BHK490;Bquis bad ba bat bcongue bnisi bmus ba.;2017-03-07 05:11:08.715000;629;;
017;BHK490;Beros bmi bid baenean.;2017-03-07 05:11:24.101000;629;;
017;GYI954;Bquis bet bpede ba ba bat.;2017-03-07 05:11:38.710000;507;;
017;IQS845;Bante bac ba bfames blorem bad ba bmi ba bin bnunc.;2017-03-07 05:11:48.521000;511;;
017;GYI954;Bcras bac bin ba blacinia bcum ba bac bhabitasse bat ba bsed baugue.;2017-03-07 05:12:03.684000;507;;
017;CNZ205;Benim but ba bmus borci barcu bnostra ba bpellentesque.;2017-03-07 05:12:14.134000;515;;
017;IQS845;Bdiam bmi burna ba bmetus bvelit bnisi bridiculus bper.;2017-03-07 05:12:16.778000;511;;
017;GYI954;Berat bet ba bsit ba.;2017-03-07 05:12:23.998000;507;;
017;IQS845;Burna but bquis ba ba.;2017-03-07 05:12:47.569000;511;;
017;MQH836;Bnisl bmi.;2017-03-07 05:12:55.223000;517;;
017;GYI954;Beget beu bpretium ba bfames.;2017-03-07 05:13:17.578000;507;;
017;PRA475;Berat bve.;2017-03-07 05:13:25.995000;409;;
017;GYI954;Bnibh bet bnisi ba ba bdui bnulla bin berat bnam.;2017-03-07 05:13:38.677000;507;;
017;GYI954;Bnibh but ba benim bpede bsem ba but bvel ba ba bpretium ba.;2017-03-07 05:13:57.525000;507;;
017;BIP389;Bnisl but ba blectus but bac ba ba ba ba ba ba bplacerat.;2017-03-07 05:14:23.118000;205;101;100
017;GYI954;Bnisi bad ba bnec bcras ba ba bduis ba bdapibus bcum blorem bcubilia beni.;2017-03-07 05:14:29.132000;507;;
017;GYI954;Borci bac ba bhac bcum ba beget ba ba ba bnec bluctus.;2017-03-07 05:14:45.887000;507;;
017;EUL768;Bpede bad ba bnam bmollis bfelis.;2017-03-07 05:15:02.357000;509;;
017;FIX581;Beget beu.;2017-03-07 05:17:11.405000;413;;
017;FIX581;Bnisl but ba.;2017-03-07 05:18:26.592000;413;;
017;CSD174;Barcu bad ba ba bfames bsed bnec ba bjusto ba bparturient bad bid.;2017-03-07 05:18:51.121000;517;513;500
017;CSD174;Bnunc beu bat bper bve.;2017-03-07 05:19:03.977000;629;;
017;SUT543;Bodio bve beu ba ba bleo benim borci bdis ba ba ba ba.;2017-03-07 05:19:47.276000;107;;
017;ELI075;Bodio bet.;2017-03-07 05:19:47.734000;629;;
017;MRI015;Bduis beu bvivamus ba bpellentesque bodio bdui ba bmagnis ba.;2017-03-07 05:20:16.889000;517;;
017;ELI075;Bnisl bve ba ba ba bmi ba bhac.;2017-03-07 05:20:46.469000;629;;
017;YXJ367;Beget bve bad bnunc ba betiam bdiam.;2017-03-07 05:20:47.342000;607;;
017;TPD286;Bnisi bid ba bnec bsuspendisse.;2017-03-07 05:20:56.833000;517;;
017;MRI015;Bcras bmi ba bbibendum bsollicitudin bante ba bdolor bmagna bve beros.;2017-03-07 05:21:24.377000;517;;
017;ELI075;Barcu bid.;2017-03-07 05:21:51.581000;629;;
017;TPD286;Bante bad ba benim.;2017-03-07 05:22:00.472000;517;507;500
017;TPD286;Bduis bve ba ba bsapien.;2017-03-07 05:22:03.823000;629;;
017;AMZ845;Belit beu ba ba bmus ba bposuere ba bve ba btaciti barcu btristique btellus bad bcongue bpede.;2017-03-07 05:22:17.809000;209;;
017;TPD286;Bamet bet ba ba bamet ba bsit bmetus.;2017-03-07 05:22:40.729000;517;;
017;ZYA587;Bnisi bin.;2017-03-07 05:22:48.154000;513;209;200
017;ZYA587;Bquis bat ba bad bnam.;2017-03-07 05:23:12.509000;513;273;200
017;TPD286;Bquis bat.;2017-03-07 05:23:19.171000;517;;
017;ZYA587;Beros bve ba btortor ba bcursus.;2017-03-07 05:23:31.368000;513;;
017;QFW209;Berat bat.;2017-03-07 05:23:48.353000;409;;
017;QFW209;Bquam bat ba ba bsed bper.;2017-03-07 05:24:14.104000;409;;
017;IBA235;Bduis beu ba ba bleo ba bin bdis bin.;2017-03-07 05:24:16.563000;511;;
017;YTP390;Berat beu ba bodio ba.;2017-03-07 05:25:05.912000;509;;
017;ZYA587;Bodio bet bquam ba ba.;2017-03-07 05:25:36.569000;513;209;200
017;WXK853;Bnisl bat ba beni ba ba ba ba.;2017-03-07 05:27:19.933000;507;411;400
017;YTP390;Bnunc beu.;2017-03-07 05:27:34.607000;509;;
017;WXK853;Borci bin bposuere.;2017-03-07 05:27:56.748000;507;401;400
017;SUT543;Bodio bat ba bmorbi ba bpede ba bvelit blacus bquam.;2017-03-07 05:28:13.495000;107;;
017;HQD748;Bcras bac ba beni bnec ba ba bhac bve bpretium benim ba ba bante bmus.;2017-03-07 05:28:20.196000;209;;
017;WXK853;Bpede bin ba ba ba blitora bjusto bdui.;2017-03-07 05:28:30.361000;507;401;400
017;WXK853;Bdiam bad ba ba bnam berat.;2017-03-07 05:28:53.891000;507;;
017;WXK853;Borci bin ba bornare bquam btincidunt.;2017-03-07 05:29:08.839000;507;;
017;WXK853;Benim bid.;2017-03-07 05:29:27.896000;507;;
017;CSM507;Beget bve ba ba ba bpede bet ba but ba ba bipsum.;2017-03-07 05:29:41.937000;413;;
017;SZP362;Beget beu.;2017-03-07 05:32:06.492000;409;;
017;SZP362;Bante bmi ba ba ba ba berat ba brisus.;2017-03-07 05:32:30.120000;409;;
017;SZP362;Bante bin ba bquam bante bmollis ba ba ba belit bnisi bipsum ba bpraesent.;2017-03-07 05:33:00.040000;409;;
017;SZP362;Bamet bat ba ba ba btempus bac ba.;2017-03-07 05:33:22.574000;409;;
017;TQL981;Bnunc bmi bid ba ba.;2017-03-07 05:34:04.057000;629;;
017;FTO836;Benim bid bve benim.;2017-03-07 05:35:03.746000;607;;
017;TPD286;Bnibh bet bin ba btempus ba bmattis ba bquis burna ba.;2017-03-07 05:35:08.051000;517;;
017;FTO836;Berat bet ba borci ba.;2017-03-07 05:35:30.539000;607;;
017;FTO836;Bnisi bin ba ba beros.;2017-03-07 05:36:00.544000;607;;
017;MGF879;Bnibh beu ba brisus ba ba ba bve bad bper bac benim.;2017-03-07 05:36:04.769000;413;;
017;MGF879;Bnisl bet bat bnec bsit ba bdiam.;2017-03-07 05:36:19.499000;413;;
017;FHL057;Bquam but ba bve baptent bmetus ba bnisl ba.;2017-03-07 05:36:28.318000;511;;
017;SOU593;Burna bad but.;2017-03-07 05:36:32.703000;507;411;400
017;FTO836;Bpede bin ba bsapien bmalesuada ba bmauris ba bdictum.;2017-03-07 05:36:58.980000;607;;
017;JYI091;Bodio bet.;2017-03-07 05:37:03.750000;629;;
017;FHL057;Bante beu.;2017-03-07 05:37:04.350000;511;;
017;SOU593;Bnunc bve ba.;2017-03-07 05:37:10.094000;507;401;400
017;FTO836;Berat bmi ba but ba borci.;2017-03-07 05:37:22.639000;607;;
017;SOU593;Bnisl bin but bsuscipit ba ba.;2017-03-07 05:37:30.863000;507;;
017;ELJ539;Bduis beu bgravida bduis ba.;2017-03-07 05:37:41.615000;205;;
017;FTO836;Bquam but.;2017-03-07 05:37:44.111000;607;;
017;SOU593;Bnunc beu ba beni bnisi ba bnulla ba ba.;2017-03-07 05:37:49.014000;507;;
017;FHL057;Bpede but ba ba ba ba ba.;2017-03-07 05:37:50.742000;511;;
017;SOU593;Beros bac bpretium bvitae but.;2017-03-07 05:38:10.668000;507;;
017;FHL057;Beros bin ba bfusce.;2017-03-07 05:38:28.244000;511;;
017;SOU593;Bnisl beu ba.;2017-03-07 05:38:57.152000;507;;
017;FHL057;Bnisl bmi beu bsit bquisque bmi ba bad bmassa.;2017-03-07 05:39:04.451000;511;;
017;BEM390;Bduis bac ba bet baccumsan ba bdis bquam bcras.;2017-03-07 05:39:05.854000;629;;
017;BIP389;Bnisi but bat ba ba blorem bve.;2017-03-07 05:39:38.465000;409;;
017;BIP389;Bnisl bid.;2017-03-07 05:40:04.745000;409;;
017;QJP284;Bnisi bet bid bet ba ba bad bnon ba ba ba baugue bfacilisi.;2017-03-07 05:40:54.941000;209;;
017;QJP284;Benim bac.;2017-03-07 05:41:20.657000;209;;
017;CXD285;Bante bad ba ba ba.;2017-03-07 05:41:21.885000;629;;
017;PEK163;Bpede bve bad ba barcu ba ba bve.;2017-03-07 05:42:28.363000;629;;
017;SVP127;Bnisi bad bpretium ba bin.;2017-03-07 05:42:36.539000;409;;
017;PEK163;Bnunc bac.;2017-03-07 05:42:52.670000;629;;
017;SVP127;Bnunc bid ba beni bclass bmagna ba bper ba bnec btaciti.;2017-03-07 05:43:05.006000;409;;
017;MBP046;Bcras bac ba bve ba.;2017-03-07 05:43:51.309000;513;;
017;SVP127;Benim bmi bat ba blacus but ba bnibh bad ba ba ba ba ba.;2017-03-07 05:43:55.988000;409;;
017;IFP328;Bdiam bet ba brutrum ba ba.;2017-03-07 05:44:48.545000;205;;
017;PEK163;Bnunc bat ba bridiculus bsollicitudin barcu bcum.;2017-03-07 05:45:15.518000;629;;
017;AKC912;Bante bad but ba benim.;2017-03-07 05:45:24.669000;515;;
017;MBP046;Bquis bmi baliquam bnulla bid ba bleo ba bve ba bnonummy ba bper ba bduis ba ba.;2017-03-07 05:45:38.247000;513;;
017;MBP046;Beget bad.;2017-03-07 05:46:34.222000;513;;
017;AKC912;Bante bet ba ba bnam ba ba bac bdui ba.;2017-03-07 05:46:44.079000;515;;
017;IXM739;Bamet beu binteger bcurae bmi ba baptent bvivamus ba bet ba ba.;2017-03-07 05:48:47.301000;509;;
017;DTP539;Bdiam bve.;2017-03-07 05:49:01.986000;517;;
017;DTP539;Bdiam bve.;2017-03-07 05:49:36.950000;517;;
017;TUQ327;Benim bin.;2017-03-07 05:50:48.563000;409;;
017;TUQ327;Bduis beu ba bfeugiat bcum ba.;2017-03-07 05:51:04.654000;409;;
017;IXM739;Beget bve bid bcum ba ba.;2017-03-07 05:51:13.634000;509;;
017;PRA475;Bquam bin ba bleo bpenatibus bdictum but ba bcum bmorbi ba bodio bin bmi.;2017-03-07 05:51:18.522000;413;;
017;TUQ327;Burna bid bin bfusce ba bin ba bfermentum.;2017-03-07 05:51:25.027000;409;;
017;PRA475;Berat bet ba bvel.;2017-03-07 05:51:44.460000;413;;
017;TUQ327;Belit bve ba ba ba bnetus bsodales.;2017-03-07 05:51:51.932000;409;;
017;BRL042;Belit bat ba ba bnonummy btellus ba.;2017-03-07 05:52:00.849000;513;;
017;TCS146;Bquis bat ba blitora bdictumst.;2017-03-07 05:53:03.360000;629;;
017;PRA475;Bquis bat.;2017-03-07 05:53:11.106000;413;;
017;TCS146;Bamet bin bgravida.;2017-03-07 05:53:15.769000;629;;
017;EJO928;Bduis bac bad blacus ba ba ba.;2017-03-07 05:53:17.645000;507;411;400
017;TCS146;Benim bac ba ba ba blectus ba ba bhendrerit ba burna ba ba.;2017-03-07 05:53:33.045000;629;;
017;PRA475;Benim bac ba ba barcu bfelis beni bsem bad baliquet ba bsit bid bdolor bat ba.;2017-03-07 05:53:35.192000;413;;
017;TCS146;Bdiam bve bid beni ba barcu ba bad benim bmollis ba.;2017-03-07 05:53:50.447000;629;;
017;EJO928;Bquam bve ba bfames biaculis bvel bmi bid.;2017-03-07 05:53:53.524000;507;401;400
017;TCS146;Bcras bet ba blacus bad ba ba bante ba bpurus ba bcurae.;2017-03-07 05:54:12.243000;629;;
017;EJO928;Beget bat ba bad bvarius ba bcurabitur bin ba bdui bpede ba.;2017-03-07 05:54:16.882000;507;;
017;EJO928;Bcras bid ba.;2017-03-07 05:54:35.579000;507;;
017;EJO928;Berat bid ba ba bnon bnunc bquis.;2017-03-07 05:54:56.124000;507;;
017;EJO928;Barcu bet ba ba ba bac.;2017-03-07 05:55:28.145000;507;;
017;EJO928;Beget bid bad ba bfusce bduis.;2017-03-07 05:55:47.322000;507;;
017;BRL042;Barcu beu bpretium ba bsemper ba ba ba bdis bmagna.;2017-03-07 05:56:13.789000;513;209;200
017;SVP127;Bnisi bin ba bid bnostra ba ba.;2017-03-07 05:56:52.468000;409;;
017;SVP127;Barcu beu.;2017-03-07 05:57:15.450000;409;;
017;HMX073;Belit but ba bad beu ba ba bpurus bin ba bsociis bnon.;2017-03-07 05:57:27.371000;517;501;500
017;ACM236;Bquis bac ba bve bquam bet ba but ba ba bet bvel bve.;2017-03-07 05:57:40.627000;511;;
017;HMJ710;Bpede bin bet ba ba brisus bsollicitudin bnisl btempus ba.;2017-03-07 05:57:50.353000;509;;
017;ACM236;Bamet bat ba best bproin ba.;2017-03-07 05:58:06.041000;511;;
017;HMX073;Bnibh bet bve.;2017-03-07 05:58:09.742000;517;507;500
017;TPG078;Bodio bmi bac bdiam bquam ba bporttitor bcubilia ba bsit ba.;2017-03-07 05:58:26.812000;513;273;200
017;ACM236;Beros bid.;2017-03-07 05:58:34.875000;511;;
017;ACM236;Bpede bid.;2017-03-07 05:59:07.649000;511;;
017;ACM236;Belit beu.;2017-03-07 05:59:39.666000;511;;
017;XGW598;Bamet bmi ba ba ba ba bipsum ba best ba bet.;2017-03-07 05:59:51.153000;517;;
017;IFP328;Bnunc bmi bviverra brisus bad bturpis bdui bposuere bin.;2017-03-07 05:59:58.486000;409;;
017;ELJ539;Beget bat bid ba ba bnec bnullam ba.;2017-03-07 06:02:58.086000;409;;
017;ELJ539;Borci beu.;2017-03-07 06:03:16.215000;409;;
017;VGZ416;Barcu bmi bve ba bsociis bleo bmetus ba badipiscing but bad bsed bvarius.;2017-03-07 06:03:22.896000;107;;
017;VGZ416;Bnunc bve but bmus ba.;2017-03-07 06:03:53.777000;107;;
